gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d004551	1222	1208	1001	1158	1294	1155	26	62	92	17	37	23
Zm00001d004553	992	1321	1081	1477	1402	1002	16	23	18	5	16	8
Zm00001d004564	2642	3098	2150	1592	2198	1004	165	182	193	69	79	64
Zm00001d004568	983	1166	915	954	1086	1215	45	38	56	33	18	22
Zm00001d004573	610	853	555	580	1050	873	126	109	128	185	182	130
Zm00001d004586	521	522	407	422	464	401	65	38	50	28	25	33
Zm00001d004591	970	982	1302	751	701	648	98	114	96	43	33	32
Zm00001d004616	2894	2857	2648	3473	3499	2758	47	46	57	78	95	87
Zm00001d004700	746	601	570	4770	3255	3029	202	272	244	110	121	127
Zm00001d004702	2951	2974	2455	1105	1298	1003	253	327	221	83	128	120
Zm00001d004705	422	422	457	407	358	259	30	63	77	36	50	56
Zm00001d004731	3762	2989	3632	4431	5192	5044	100	154	149	664	888	812
Zm00001d004753	56	95	68	64	12	9	4	4	8	8	5	3
Zm00001d004758	317	283	263	38	17	9	60	90	24	10	18	3
Zm00001d004762	95	137	95	251	174	243	5	4	6	6	9	14
Zm00001d004768	1617	2780	1502	1527	1329	1893	47	53	45	58	40	30
Zm00001d004779	661	745	578	534	735	889	12	11	3	7	14	8
Zm00001d004807	2234	2637	1926	1734	1518	1479	103	100	71	61	82	49
Zm00001d004812	794	1014	670	957	826	785	30	18	9	59	28	42
Zm00001d004821	5748	5783	4486	4561	3813	3775	1542	1961	1602	770	884	724
Zm00001d004839	750	1106	672	570	474	506	13	13	16	40	35	44
Zm00001d004843	69930	43144	55445	88591	138052	149009	2765	4769	4771	1393	2010	1345
Zm00001d004851	407	409	344	330	334	277	11	12	22	7	4	4
Zm00001d004855	1644	3504	1564	985	472	408	13	47	6	21	72	12
Zm00001d004875	1005	984	939	1390	1762	1576	55	52	62	70	32	54
Zm00001d004896	1859	1957	1724	1156	1179	1196	9	14	13	5	6	10
Zm00001d004898	930	1201	883	743	858	782	131	241	151	108	196	153
Zm00001d004913	269	312	262	256	211	217	25	27	12	16	19	10
Zm00001d004916	647	656	616	68	45	121	40	27	46	16	8	18
Zm00001d004917	428	329	404	261	222	210	32	50	35	21	37	17
Zm00001d004918	138	215	144	40	41	41	76	87	41	44	89	23
Zm00001d004925	1047	1172	963	1007	1012	1098	14	25	27	8	23	21
Zm00001d004927	1742	1590	1368	1493	1484	1494	9	11	10	13	18	22
Zm00001d004931	3003	4793	2640	3827	2727	4355	128	106	45	20	24	16
Zm00001d004933	1209	1019	893	76	49	32	27	46	38	9	12	12
Zm00001d004936	3037	3457	2618	3546	3879	4524	176	267	207	111	134	143
Zm00001d004956	1288	1315	1092	1186	1163	891	48	26	31	37	15	26
Zm00001d004960	1820	1922	1558	1767	1719	1578	115	100	119	57	44	58
Zm00001d004976	2085	2761	1975	1701	1704	1683	204	258	167	117	158	123
Zm00001d004977	202	189	219	140	108	92	28	27	37	17	23	23
Zm00001d004978	142	195	148	186	199	174	11	16	15	5	7	8
Zm00001d004979	1347	1538	1213	1245	1272	1121	72	117	100	75	129	111
Zm00001d004982	787	910	640	368	420	372	57	55	53	33	41	36
Zm00001d004986	1212	1813	1256	1097	911	864	112	127	124	58	84	57
Zm00001d004992	536	616	422	740	769	632	16	10	11	17	14	10
Zm00001d004993	386	471	337	325	349	283	22	9	6	12	5	7
Zm00001d004997	1356	1564	1149	1666	1215	947	73	66	94	56	77	55
Zm00001d004999	178	173	172	185	153	175	6	12	10	4	3	10
Zm00001d005002	543	1279	489	253	454	374	54	19	52	116	25	108
Zm00001d005006	1031	1251	883	1505	1327	1228	154	220	155	203	240	172
Zm00001d005008	389	448	354	173	152	120	12	9	7	8	7	2
Zm00001d005015	118	162	135	339	365	280	1	8	2	7	23	16
Zm00001d005016	46	185	42	73	45	33	4	6	7	7	3	8
Zm00001d005018	3974	4119	3816	6463	3955	4911	283	325	301	203	155	167
Zm00001d005019	6136	6383	5661	7043	7460	7070	265	328	306	189	191	189
Zm00001d005023	2022	2380	1642	2230	1802	1676	325	351	310	277	262	268
Zm00001d005026	504	527	413	786	744	743	4	4	10	5	9	7
Zm00001d005029	335	350	342	1008	1136	1774	100	68	90	117	61	94
Zm00001d005030	422	401	491	14	23	10	16	43	40	4	9	9
Zm00001d005035	831	910	718	906	952	847	41	50	46	34	34	38
Zm00001d005036	4703	4848	4567	3984	5125	3926	631	761	763	249	313	301
Zm00001d005047	187	194	117	195	114	71	5	4	11	6	9	11
Zm00001d005051	3988	4436	3634	2267	3285	2298	97	256	30	50	147	38
Zm00001d005052	681	581	636	674	714	574	158	276	160	146	239	236
Zm00001d005059	900	1528	1087	1927	2137	1767	104	30	82	60	54	41
Zm00001d005062	2437	2477	2215	3106	3058	3966	29	23	32	42	42	37
Zm00001d005065	1817	2209	1559	2132	1947	1771	40	35	43	49	52	61
Zm00001d005080	220	202	148	281	203	190	9	7	11	7	14	21
Zm00001d005082	98	204	81	206	197	214	17	8	12	3	8	4
Zm00001d005085	2889	3023	2445	2978	2543	2423	464	440	462	258	356	315
Zm00001d005089	380	486	312	526	396	417	58	56	85	125	115	96
Zm00001d005090	3421	3940	2984	4487	4409	3916	476	484	422	513	512	493
Zm00001d005092	814	734	796	725	857	729	34	48	34	24	25	34
Zm00001d005102	957	1359	925	1246	1314	1136	4	6	8	34	32	46
Zm00001d005105	1344	1336	1073	1028	981	1063	36	57	27	22	39	43
Zm00001d005106	790	1067	702	938	1076	886	18	30	31	23	21	19
Zm00001d005108	1711	2095	1534	2200	2175	1697	14	29	15	20	17	14
Zm00001d005118	2548	3215	1922	2373	2474	1793	77	345	209	45	78	69
Zm00001d005127	3764	3427	3230	3904	3553	2954	36	40	39	43	43	38
Zm00001d005137	1701	1681	1585	1741	1727	1472	8	8	5	4	6	7
Zm00001d005144	1214	1547	1174	1218	1174	913	153	182	157	66	78	46
Zm00001d005151	1042	1249	898	925	908	855	50	49	62	19	35	36
Zm00001d005157	1912	1686	1650	2917	2620	2006	311	367	264	224	311	218
Zm00001d005159	4606	4912	3817	2089	1966	1879	519	527	557	246	227	244
Zm00001d005161	106	95	104	303	287	282	22	17	23	9	6	21
Zm00001d005164	3150	5410	3350	1876	1545	2639	148	236	167	59	114	71
Zm00001d005193	1015	929	1160	5017	4027	4243	93	115	127	356	376	392
Zm00001d005199	494	530	429	494	413	354	53	44	31	57	35	31
Zm00001d005203	360	341	290	346	336	320	14	13	23	16	11	20
Zm00001d005228	1772	1808	1506	987	829	720	76	136	107	47	57	40
Zm00001d005231	6713	6273	6249	4272	4397	3810	127	145	109	22	37	20
Zm00001d005240	697	880	641	937	932	836	32	54	46	50	48	39
Zm00001d005241	509	434	372	1652	1753	1339	72	75	71	142	214	200
Zm00001d005244	593	860	498	583	668	701	58	48	36	28	27	23
Zm00001d005248	2723	3020	2414	2435	2471	2212	193	205	186	109	136	105
Zm00001d005250	8289	8257	6921	4640	4061	4625	430	487	446	217	211	181
Zm00001d005264	919	1272	839	923	990	895	88	149	120	31	49	37
Zm00001d005281	1286	1748	1133	1144	1199	1045	88	92	65	69	53	49
Zm00001d005295	2509	2671	2177	2339	1969	1805	79	49	60	39	23	35
Zm00001d005297	2686	2990	2339	1542	1489	1392	297	364	367	265	316	272
Zm00001d005323	762	844	645	573	523	450	146	145	126	133	128	104
Zm00001d005324	460	362	334	396	333	189	14	28	19	15	19	12
Zm00001d005334	6085	9506	5007	3099	2219	2239	153	157	135	180	201	144
Zm00001d005338	3282	3577	2901	2501	2525	2926	321	346	281	276	297	227
Zm00001d005347	28742	21129	24076	40985	40816	30699	447	523	526	562	640	651
Zm00001d005351	306	364	280	463	418	487	28	22	46	46	40	20
Zm00001d005391	383	337	373	636	498	624	98	149	133	63	99	74
Zm00001d005393	712	959	706	753	967	857	102	154	147	74	202	117
Zm00001d005394	2041	2813	1595	1254	897	972	282	236	221	239	253	168
Zm00001d005395	946	953	918	874	958	886	134	129	110	108	135	132
Zm00001d005396	1110	1050	879	959	1099	1077	123	169	133	76	123	110
Zm00001d005402	304	380	261	369	460	415	27	35	19	16	34	34
Zm00001d005421	6466	6639	6550	2970	3138	2930	188	209	169	132	169	130
Zm00001d005424	772	938	664	862	880	858	24	25	27	16	6	7
Zm00001d005429	402	526	379	533	484	449	28	23	43	25	12	21
Zm00001d005431	1391	1548	1291	2163	2212	1765	103	146	125	159	150	146
Zm00001d005442	1180	1200	1073	2919	2541	1741	56	69	61	175	154	156
Zm00001d005453	3279	2972	2577	11435	13419	9596	134	151	138	176	203	211
Zm00001d005454	8265	3128	4609	187322	183406	165706	8123	7161	6692	7887	8067	9740
Zm00001d005457	163	171	151	538	374	371	14	11	13	14	14	20
Zm00001d005459	533	2105	518	859	722	6155	181	138	105	286	250	159
Zm00001d005460	2164	2942	1699	2107	1557	1509	247	362	113	160	202	67
Zm00001d005461	2690	2454	2213	1992	1951	2158	59	68	49	27	41	30
Zm00001d005462	284	377	260	366	385	452	37	29	12	29	48	23
Zm00001d005466	216	201	188	285	284	216	12	25	16	10	20	12
Zm00001d005473	713	752	603	397	489	445	19	25	23	6	7	5
Zm00001d005478	5973	8375	5649	1589	1521	2256	356	373	391	126	166	159
Zm00001d005485	3483	4428	2912	3205	2794	2542	98	94	98	106	111	97
Zm00001d005489	2233	2139	2137	2828	2340	1964	367	422	370	375	473	409
Zm00001d005501	527	675	472	383	334	357	13	5	31	22	3	16
Zm00001d005502	3671	3983	3075	2700	3093	2997	99	143	111	121	160	147
Zm00001d005503	414	382	322	598	605	534	42	69	57	66	95	64
Zm00001d005504	437	437	349	425	436	364	5	3	8	4	9	6
Zm00001d005507	1312	1422	1201	980	1135	1089	42	79	38	52	86	33
Zm00001d005513	1179	1104	859	1268	1106	995	37	71	49	64	112	95
Zm00001d005532	1323	800	1186	333	397	412	72	53	232	19	22	53
Zm00001d005538	596	736	639	624	586	560	9	13	10	6	10	5
Zm00001d005542	4327	6019	3879	3607	3013	4190	160	162	149	200	186	163
Zm00001d005546	2420	3079	1981	934	453	365	153	198	88	67	57	22
Zm00001d005547	768	859	628	775	801	581	52	39	57	41	16	27
Zm00001d005550	317	263	237	280	213	199	30	9	41	17	7	38
Zm00001d005558	644	691	518	497	896	391	99	150	96	62	81	70
Zm00001d005563	272	249	213	193	224	183	23	29	45	11	37	49
Zm00001d005573	1275	1490	1102	1482	1450	1294	50	53	61	58	68	55
Zm00001d005578	1020	773	1030	1477	2699	1149	659	721	818	450	495	500
Zm00001d005579	1439	933	1305	771	720	611	142	164	193	93	126	128
Zm00001d005584	670	720	627	728	798	749	43	45	33	42	40	33
Zm00001d005586	999	1033	847	563	628	606	188	199	188	70	63	82
Zm00001d005609	375	460	343	262	334	491	72	77	64	76	86	94
Zm00001d005614	458	454	384	471	550	500	28	26	29	23	23	20
Zm00001d005616	356	383	263	203	162	168	37	44	28	11	37	25
Zm00001d005624	487	713	414	422	234	255	53	64	61	50	43	51
Zm00001d005627	1152	1222	933	643	616	499	41	83	66	39	55	48
Zm00001d005628	207	331	184	118	103	147	12	9	5	5	5	5
Zm00001d005642	2537	3804	1997	1301	957	1003	88	134	70	54	62	44
Zm00001d005648	318	707	275	211	100	83	45	56	24	14	23	14
Zm00001d005649	3345	4138	2854	3974	2964	2519	523	619	406	739	846	530
Zm00001d005650	665	546	752	552	580	507	22	30	9	19	17	12
Zm00001d005653	757	854	743	708	957	916	138	163	134	135	141	133
Zm00001d005662	236	266	190	210	169	173	7	12	29	5	25	21
Zm00001d005674	386	342	309	261	264	197	55	39	40	49	122	42
Zm00001d005675	2925	3452	2509	2343	2261	2085	277	307	259	248	300	245
Zm00001d005684	538	772	463	336	404	480	29	81	49	37	82	41
Zm00001d005687	1361	1525	1614	1403	1642	1506	156	207	127	159	169	169
Zm00001d005692	1410	2363	1340	275	161	95	75	50	90	11	5	17
Zm00001d005693	305	271	288	343	214	138	54	47	43	11	10	22
Zm00001d005694	1899	1668	1536	422	348	376	35	55	55	4	5	8
Zm00001d005699	803	883	604	528	594	570	55	63	68	28	31	20
Zm00001d005707	707	784	614	687	730	690	13	16	17	3	5	5
Zm00001d005713	7777	6752	6720	5690	7479	9437	975	970	1082	417	478	575
Zm00001d005726	1307	2035	1311	1255	1365	2106	251	203	223	89	92	78
Zm00001d005732	2659	3455	2504	2573	2827	2823	44	45	30	23	35	20
Zm00001d005735	246	313	206	135	97	109	7	6	8	3	2	3
Zm00001d005736	676	1095	637	365	366	298	57	109	56	28	41	27
Zm00001d005748	164	220	136	604	797	993	4	5	14	10	8	13
Zm00001d005750	496	710	480	530	588	718	46	48	50	28	29	18
Zm00001d005751	2341	2420	1758	895	1172	871	47	38	37	14	26	11
Zm00001d005752	129	200	133	40	22	44	12	7	8	33	8	22
Zm00001d005754	412	424	330	298	231	173	118	71	62	65	47	43
Zm00001d005756	678	903	632	415	528	466	66	80	54	35	36	31
Zm00001d005757	77	205	69	210	122	134	3	22	1	13	21	7
Zm00001d005760	400	450	334	321	212	251	13	45	11	9	40	6
Zm00001d005762	1861	1883	1625	2402	1747	1361	83	214	87	49	90	69
Zm00001d005772	255	461	241	276	300	269	10	11	6	2	10	5
Zm00001d005789	965	1054	274	2020	1480	615	9	10	3	11	15	13
Zm00001d005791	669	615	633	719	397	383	30	26	14	18	18	15
Zm00001d005794	1824	2151	1806	3214	4457	3636	92	106	90	163	144	140
Zm00001d005808	651	1197	732	1357	1175	1422	42	49	38	43	45	38
Zm00001d005812	1990	1789	1526	1425	1311	1485	69	76	72	26	39	39
Zm00001d005813	127	299	109	220	353	2458	218	232	118	213	160	70
Zm00001d005817	541	771	451	481	500	417	25	30	21	17	22	23
Zm00001d005818	4210	4292	3693	4597	3999	3063	409	477	462	250	312	266
Zm00001d005819	618	679	605	767	679	704	81	100	99	62	64	62
Zm00001d005822	442	600	483	483	460	353	23	52	23	19	34	35
Zm00001d005828	347	492	287	1000	1085	1491	17	20	15	17	32	16
Zm00001d005831	819	773	768	905	885	679	13	32	35	30	30	30
Zm00001d005833	431	487	289	245	250	187	8	9	31	5	2	16
Zm00001d005847	304	390	269	323	324	317	34	36	21	30	28	22
Zm00001d005848	381	515	370	940	765	595	61	72	59	105	147	118
Zm00001d005851	185	149	117	206	284	184	5	1	1	13	12	10
Zm00001d005852	174	192	91	137	218	175	10	16	19	23	24	43
Zm00001d005856	582	741	530	463	371	373	41	27	15	39	47	39
Zm00001d005857	150	167	158	415	536	458	16	23	14	26	35	29
Zm00001d005858	1824	1938	1727	1700	1735	1688	201	198	208	104	138	145
Zm00001d005864	298	367	274	222	254	263	37	21	29	28	18	31
Zm00001d005865	551	702	502	366	426	485	71	52	77	30	40	39
Zm00001d005866	769	1141	561	1538	1144	930	91	98	83	87	123	79
Zm00001d005871	106	151	98	162	144	124	31	18	8	14	7	8
Zm00001d005884	763	645	752	675	682	567	27	30	47	24	18	24
Zm00001d005888	2517	3436	2627	546	1166	1506	249	256	170	121	103	93
Zm00001d005894	779	518	670	1232	931	1027	42	33	30	21	22	23
Zm00001d005895	68	67	37	239	182	145	3	6	6	5	14	11
Zm00001d005899	401	515	378	383	401	334	14	54	26	5	17	11
Zm00001d005909	571	584	530	711	631	645	58	65	75	69	111	86
Zm00001d005917	180	486	187	379	281	350	25	26	2	61	91	19
Zm00001d005920	1638	1885	1385	185	217	165	73	263	97	13	44	32
Zm00001d005924	372	499	365	534	602	549	50	143	41	35	97	43
Zm00001d005925	2448	2309	2043	2827	2365	1998	42	55	43	39	35	36
Zm00001d005932	708	172	362	1454	1805	1163	318	686	323	687	1111	612
Zm00001d005940	393	556	382	628	567	583	72	74	85	73	102	69
Zm00001d005944	1161	1272	1018	343	500	466	115	131	142	39	34	52
Zm00001d005950	863	1128	889	1468	1187	1741	252	240	207	186	184	219
Zm00001d005951	1885	1568	1330	1399	1421	3019	31	13	41	24	6	15
Zm00001d005958	2071	2280	1770	1399	1496	1237	54	65	87	44	78	76
Zm00001d005959	193	198	180	277	252	233	5	4	6	3	5	6
Zm00001d005966	8020	6071	6172	2246	2147	1727	852	904	900	266	307	275
Zm00001d005969	1493	2163	1242	411	576	967	63	52	36	32	30	19
Zm00001d005970	750	970	545	553	787	1197	136	89	85	66	66	62
Zm00001d005971	25	30	24	335	266	387	26	9	12	27	19	14
Zm00001d005976	6417	5057	5634	11255	13625	12255	1080	1211	1162	1058	1260	1035
Zm00001d005977	13610	8529	11021	10968	10381	8827	2660	2744	2731	2211	2117	2369
Zm00001d005978	4114	4628	4140	3278	3477	3300	203	232	174	94	105	98
Zm00001d005996	1436	1292	1681	1893	1707	1026	79	120	114	80	141	139
Zm00001d005997	2475	2658	2131	921	915	1021	314	370	328	91	126	103
Zm00001d005998	3434	3292	2952	1210	1279	1651	132	115	135	50	37	57
Zm00001d006001	888	1044	792	401	426	533	53	62	42	17	40	34
Zm00001d006002	58	101	73	105	83	53	9	15	10	4	11	4
Zm00001d006008	29630	39724	22973	19320	15801	17715	257	338	156	57	53	37
Zm00001d006010	122006	145768	103529	79533	56735	37448	22799	26085	20387	8804	12388	8292
Zm00001d006011	816	820	805	868	881	803	12	16	6	10	16	6
Zm00001d006016	2353	5266	2536	784	1074	1664	142	107	102	29	32	36
Zm00001d006055	447	431	358	389	436	353	15	39	44	21	45	39
Zm00001d006057	1868	2353	1781	252	185	255	168	140	94	55	66	46
Zm00001d006059	1620	1836	1884	767	1191	1727	89	123	124	56	68	49
Zm00001d006060	124	152	125	95	72	123	13	14	13	8	5	5
Zm00001d006061	692	1063	622	214	224	226	84	71	79	23	19	16
Zm00001d006065	709	1003	667	216	140	120	15	17	34	8	8	14
Zm00001d006070	783	1059	705	732	724	737	89	120	62	102	101	88
Zm00001d006071	721	976	699	1464	1403	1359	234	237	179	334	371	276
Zm00001d006079	736	809	654	586	575	729	49	58	34	67	55	39
Zm00001d006080	311	370	229	526	354	280	71	86	74	132	115	145
Zm00001d006084	3252	3693	2995	3092	3260	2962	103	196	123	65	110	83
Zm00001d006085	3300	3605	2813	3546	3399	3246	135	146	146	82	92	68
Zm00001d006089	1008	1314	914	999	967	841	54	68	97	24	35	47
Zm00001d006090	522	929	620	659	804	788	57	90	93	43	61	47
Zm00001d006094	20372	22490	17386	17767	17648	16113	261	249	215	267	236	188
Zm00001d006096	1835	1549	1829	1120	1349	1342	140	128	146	46	59	36
Zm00001d006097	843	900	730	1205	828	668	4	5	5	8	11	5
Zm00001d006100	5664	7231	4654	3697	2940	2766	536	576	479	288	327	280
Zm00001d006103	3801	3475	3448	6007	7356	6075	110	113	81	106	135	115
Zm00001d006107	1518	1454	1328	1405	1262	1255	60	37	85	32	27	27
Zm00001d006108	629	730	523	442	498	373	40	73	39	30	27	32
Zm00001d006109	444	482	393	395	374	397	29	25	35	5	13	8
Zm00001d006110	798	1629	816	3291	4359	4249	174	258	165	156	219	121
Zm00001d006118	966	1147	818	851	1014	998	138	141	112	89	115	89
Zm00001d006119	801	892	686	742	604	573	66	73	50	7	13	8
Zm00001d006124	786	1100	699	742	788	775	102	151	136	75	123	104
Zm00001d006125	2164	2642	1921	2579	2743	2259	711	839	796	571	650	573
Zm00001d006126	278	406	254	84	125	65	47	50	52	12	29	30
Zm00001d006127	812	1022	691	788	765	701	55	91	73	61	52	48
Zm00001d006128	778	1042	651	736	658	594	48	42	54	23	50	46
Zm00001d006130	2390	3311	1927	1761	1571	1194	529	552	502	346	396	356
Zm00001d006131	2143	1764	1936	1727	1871	1572	304	346	367	246	307	309
Zm00001d006133	926	911	763	395	498	461	53	79	75	56	86	46
Zm00001d006153	1225	1489	1119	1242	1221	1251	21	19	15	13	18	17
Zm00001d006158	2660	3492	2365	130	115	105	209	236	183	37	33	28
Zm00001d006159	254	251	219	492	404	273	46	41	59	60	63	81
Zm00001d006160	5136	6028	4180	2730	2614	2744	234	257	240	175	176	193
Zm00001d006162	52	64	31	336	451	95	5	7	22	6	18	27
Zm00001d006166	1063	1605	900	1260	1050	918	59	67	44	42	69	37
Zm00001d006167	681	806	502	660	607	549	36	38	25	40	50	28
Zm00001d006168	246	311	202	265	263	192	8	16	14	10	21	13
Zm00001d006176	929	1009	783	690	719	682	67	68	63	60	61	70
Zm00001d006177	941	1209	802	851	666	503	77	66	51	45	48	40
Zm00001d006179	258	325	236	279	216	175	18	12	13	15	4	8
Zm00001d006183	828	953	767	805	747	699	17	25	33	17	28	27
Zm00001d006185	6965	3783	5520	9917	8582	6588	413	615	589	333	395	331
Zm00001d006192	1219	1451	971	1080	1154	997	95	124	114	67	72	77
Zm00001d006194	654	736	603	460	474	499	51	72	58	42	40	35
Zm00001d006195	1118	998	1012	654	718	962	9	8	38	5	2	22
Zm00001d006210	181	278	147	278	253	260	7	5	10	5	14	11
Zm00001d006212	1422	1611	1356	1338	1567	1087	406	340	506	264	239	287
Zm00001d006213	2988	3177	2857	3367	1792	1782	761	693	574	343	329	290
Zm00001d006214	1775	1242	1435	1476	1544	1616	90	137	64	88	124	110
Zm00001d006220	1172	1576	1127	1323	1205	1130	57	50	83	147	149	143
Zm00001d006221	1318	1493	1144	1214	1040	951	277	344	303	187	219	187
Zm00001d006227	1141	1219	1082	1410	1437	1335	43	55	41	37	36	38
Zm00001d006232	2334	2223	2298	985	1004	954	22	29	33	15	15	12
Zm00001d006256	1683	1876	1638	1490	1616	2274	88	92	86	48	60	41
Zm00001d006267	772	673	678	908	1019	882	64	53	50	74	72	66
Zm00001d006269	333	373	296	419	348	273	25	42	26	14	37	17
Zm00001d006270	2596	2882	2441	2990	3009	2583	362	485	370	287	318	317
Zm00001d006274	797	478	744	1690	1836	1442	199	283	251	261	317	291
Zm00001d006282	500	414	537	619	554	765	177	218	208	103	88	97
Zm00001d006283	640	637	578	622	556	470	175	279	226	155	249	163
Zm00001d006285	2139	1928	2127	2399	2094	1884	136	182	140	121	154	115
Zm00001d006286	1240	1022	1044	1193	1107	825	79	69	68	61	53	52
Zm00001d006287	4098	5570	3290	1224	886	861	1320	1462	1129	442	474	328
Zm00001d006295	438	618	431	523	512	541	11	11	4	3	8	8
Zm00001d006309	7729	7661	6628	5896	6048	5222	1372	1240	1149	178	229	233
Zm00001d006310	393	485	417	326	466	488	83	86	60	50	60	53
Zm00001d006311	477	441	393	845	1119	759	88	75	98	66	66	65
Zm00001d006317	1453	1451	1297	1491	1381	1421	2	4	5	7	5	10
Zm00001d006322	646	734	569	623	617	513	30	54	17	9	17	3
Zm00001d006324	215	193	199	317	335	333	7	13	17	16	28	23
Zm00001d006328	1857	1958	1660	1119	1151	1065	83	128	108	61	62	48
Zm00001d006329	1313	1912	1190	2281	2244	3097	54	51	50	79	104	83
Zm00001d006333	713	668	604	264	263	254	9	36	24	10	21	7
Zm00001d006337	1271	1351	1120	1433	1702	1739	150	222	149	148	170	98
Zm00001d006340	463	337	472	1037	1054	970	19	16	28	23	24	23
Zm00001d006342	1085	901	913	1341	1314	1190	106	210	133	169	175	216
Zm00001d006343	130	404	99	2251	1787	2836	66	33	20	153	78	56
Zm00001d006344	1774	2647	1645	2058	2190	1861	36	32	26	15	17	11
Zm00001d006345	286	299	216	222	260	254	32	46	41	57	60	23
Zm00001d006347	1903	2534	1555	1317	1565	2811	275	210	218	192	146	163
Zm00001d006348	646	820	575	878	871	993	112	128	95	87	88	98
Zm00001d006350	830	919	777	746	808	665	129	155	144	100	84	101
Zm00001d006351	140	240	129	193	107	88	7	2	5	4	7	7
Zm00001d006354	258	324	277	390	331	205	5	5	9	5	3	18
Zm00001d006355	694	539	604	462	545	491	11	24	2	7	22	7
Zm00001d006357	996	986	827	927	811	758	81	83	95	71	79	70
Zm00001d006360	1013	1093	927	550	359	308	61	76	84	17	24	29
Zm00001d006361	1454	1822	1151	720	600	627	82	73	79	23	29	19
Zm00001d006365	2537	1111	2004	405	738	653	122	127	162	26	32	37
Zm00001d006368	756	655	729	3509	4294	3717	44	62	119	40	62	99
Zm00001d006370	533	559	463	367	536	467	701	801	744	723	852	801
Zm00001d006374	1972	1867	1900	1447	1208	896	87	82	106	72	72	66
Zm00001d006377	574	633	598	994	1090	1000	27	36	31	55	123	79
Zm00001d006384	799	1046	629	682	682	575	9	16	26	14	14	18
Zm00001d006388	3068	3467	2497	1772	1304	1528	237	242	193	243	234	211
Zm00001d006389	1165	1508	1060	647	693	695	54	88	47	50	82	46
Zm00001d006401	301	473	248	328	356	348	11	8	7	5	4	12
Zm00001d006409	551	719	531	443	488	460	23	21	17	16	14	13
Zm00001d006420	133	138	175	642	741	1719	7	1	6	11	14	14
Zm00001d006421	1869	2066	1513	3331	2768	2212	154	218	161	220	251	159
Zm00001d006422	1718	1825	1559	1978	1846	1488	72	85	62	38	72	44
Zm00001d006428	1566	1707	1392	1453	1519	1402	12	6	9	4	4	9
Zm00001d006433	2891	3592	2546	2313	2178	2051	18	14	12	16	20	14
Zm00001d006438	3356	3504	3293	3363	3376	2987	69	59	49	56	46	24
